,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
16199,1217711,Credit card,,Billing statement,,HI,96753,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16200,1217107,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,FL,34655,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16201,1215888,Consumer loan,Vehicle lease,Taking out the loan or lease,,CA,92612,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16202,1216169,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,FL,34119,1/29/2015,1/29/2015,Closed with explanation,Yes,
16203,1217761,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,93433,1/29/2015,2/4/2015,Closed with explanation,Yes,
16204,1215554,Credit reporting,,Incorrect information on credit report,Account terms,MD,21014,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,Yes
16205,1216367,Bank account or service,Checking account,Using a debit or ATM card,,TX,75022,1/29/2015,2/2/2015,Closed with monetary relief,Yes,
16206,1216453,Consumer loan,Vehicle loan,Problems when you are unable to pay,,MA,2347,1/29/2015,2/2/2015,Closed with explanation,Yes,Yes
16207,1216452,Payday loan,,Charged fees or interest I didn't expect,,TX,78261,1/29/2015,2/10/2015,Closed with explanation,Yes,
16208,1217470,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,32351,1/29/2015,1/30/2015,Closed with explanation,Yes,
16209,1216062,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Indicated shouldn't respond to lawsuit,SC,29657,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16210,1216135,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,IA,50317,1/29/2015,2/6/2015,Closed with non-monetary relief,Yes,
16211,1216989,Credit card,,Billing disputes,,ID,47803,1/29/2015,2/4/2015,Closed with explanation,Yes,
16212,1215932,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MA,2169,1/29/2015,1/29/2015,Closed with explanation,Yes,
16213,1215999,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,IL,60010,1/29/2015,1/29/2015,Closed with explanation,Yes,
16214,1217000,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,IL,60050,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16215,1217022,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MI,48906,1/29/2015,2/4/2015,Closed with explanation,Yes,
16216,1216633,Credit card,,Delinquent account,,AZ,85027,1/29/2015,2/4/2015,Closed with non-monetary relief,Yes,
16217,1216311,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NJ,7302,1/29/2015,1/29/2015,Closed with explanation,Yes,
16218,1217456,Credit card,,Delinquent account,,CA,94040,1/29/2015,1/30/2015,Closed with explanation,Yes,
16219,1216288,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,NY,11101,1/29/2015,2/3/2015,Closed with explanation,Yes,
16220,1216598,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NY,13153,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16221,1216258,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,91767,1/29/2015,1/29/2015,Closed with explanation,Yes,
16222,1215938,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32068,1/29/2015,2/2/2015,Closed with explanation,Yes,
16223,1217680,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11727,1/29/2015,2/3/2015,Closed with explanation,Yes,
16224,1216628,Debt collection,Medical,Communication tactics,Frequent or repeated calls,TX,76502,1/29/2015,1/29/2015,Closed with explanation,Yes,
16225,1217756,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,18901,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16226,1215598,Credit reporting,,Incorrect information on credit report,Personal information,VA,22407,1/29/2015,2/3/2015,Closed with non-monetary relief,Yes,
16227,1216077,Credit card,,Billing disputes,,NY,11716,1/29/2015,2/3/2015,Closed with monetary relief,Yes,
16228,1216360,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,11428,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16229,1215566,Credit reporting,,Incorrect information on credit report,Account status,NJ,8648,1/29/2015,2/11/2015,Closed with explanation,Yes,
16230,1216368,Bank account or service,Checking account,"Account opening, closing, or management",,AL,36507,1/29/2015,2/2/2015,Closed with non-monetary relief,Yes,
16231,1215894,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NV,89103,1/29/2015,1/29/2015,Closed with explanation,Yes,
16232,1216617,Credit reporting,,Incorrect information on credit report,Account status,OH,43607,1/29/2015,2/24/2015,In progress,Yes,
16233,1216652,Student loan,Non-federal student loan,Can't repay my loan,,IL,60438,1/29/2015,1/29/2015,Closed with explanation,Yes,
16234,1215605,Credit reporting,,Incorrect information on credit report,Account status,NY,11742,1/29/2015,2/3/2015,Closed with explanation,Yes,
16235,1217728,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,32547,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16236,1215931,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,WA,98338,1/29/2015,2/3/2015,Closed with explanation,Yes,
16237,1216616,Credit reporting,,Incorrect information on credit report,Account status,OH,43607,1/29/2015,2/24/2015,In progress,Yes,
16238,1217647,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NC,27820,1/29/2015,1/30/2015,Closed with explanation,Yes,
16239,1216330,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,77007,1/29/2015,1/29/2015,Closed with explanation,Yes,
16240,1217576,Credit card,,Delinquent account,,TN,37122,1/29/2015,1/30/2015,Closed with explanation,Yes,
16241,1217174,Credit card,,Billing disputes,,FL,33606,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16242,1216803,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,TX,78727,1/29/2015,1/29/2015,Closed with explanation,Yes,
16243,1217714,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77386,1/29/2015,1/30/2015,Closed with explanation,Yes,
16244,1215510,Credit reporting,,Incorrect information on credit report,Account status,PA,19460,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16245,1215527,Bank account or service,Checking account,Deposits and withdrawals,,CA,95125,1/29/2015,1/29/2015,Closed with monetary relief,Yes,
16246,1216230,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,FL,32222,1/29/2015,1/29/2015,In progress,Yes,
16247,1217683,Credit card,,Other,,GA,30044,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16248,1215567,Credit reporting,,Incorrect information on credit report,Account status,NJ,8648,1/29/2015,2/11/2015,Closed with non-monetary relief,Yes,
16249,1216662,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt is not mine,TX,75019,1/29/2015,1/29/2015,Closed with explanation,Yes,
16250,1216210,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,MD,21045,1/29/2015,2/12/2015,Closed with explanation,Yes,Yes
16251,1217065,Debt collection,,Communication tactics,Frequent or repeated calls,FL,33166,1/29/2015,1/29/2015,In progress,Yes,
16252,1217718,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77386,1/29/2015,1/30/2015,Closed with explanation,Yes,
16253,1217247,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91304,1/29/2015,1/29/2015,Closed with monetary relief,Yes,
16254,1216291,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,MD,20740,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16255,1217229,Credit reporting,,Credit reporting company's investigation,Investigation took too long,CA,92811,1/29/2015,1/29/2015,Closed with explanation,Yes,
16256,1216906,Student loan,Non-federal student loan,Dealing with my lender or servicer,,GA,30115,1/29/2015,1/29/2015,Closed with explanation,Yes,
16257,1217468,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,92887,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16258,1216988,Credit card,,Billing disputes,,ID,47803,1/29/2015,2/5/2015,Closed with explanation,Yes,
16259,1215553,Credit reporting,,Incorrect information on credit report,Personal information,MD,21014,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16260,1216982,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MD,21222,1/29/2015,2/4/2015,Closed with explanation,Yes,
16261,1216430,Bank account or service,Checking account,"Making/receiving payments, sending money",,SC,29290,1/29/2015,2/4/2015,Closed with explanation,Yes,
16262,1217735,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,OR,97304,1/29/2015,1/30/2015,Closed with explanation,Yes,
16263,1216163,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,MD,20910,1/29/2015,1/29/2015,Closed with explanation,Yes,
16264,1216613,Credit reporting,,Incorrect information on credit report,Account terms,CA,90805,1/29/2015,2/3/2015,Closed with explanation,Yes,
16265,1216665,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,93728,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16266,1216689,Credit reporting,,Incorrect information on credit report,Account status,KS,66935,1/29/2015,2/3/2015,Closed with explanation,Yes,
16267,1217236,Credit reporting,,Incorrect information on credit report,Account status,,43623,1/29/2015,1/29/2015,Closed with explanation,Yes,
16268,1215889,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,VA,23666,1/29/2015,1/29/2015,Closed with explanation,Yes,
16269,1216221,Bank account or service,Checking account,Problems caused by my funds being low,,OR,97267,1/29/2015,2/2/2015,Closed with explanation,Yes,
16270,1216872,Debt collection,,Taking/threatening an illegal action,Attempted to/Collected exempt funds,NY,10464,1/29/2015,2/13/2015,Untimely response,No,
16271,1217726,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,CA,90024,1/29/2015,2/4/2015,Closed with non-monetary relief,Yes,
16272,1216099,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33013,1/29/2015,2/3/2015,Closed with explanation,Yes,
16273,1217040,Bank account or service,Other bank product/service,"Account opening, closing, or management",,,,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16274,1216676,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,WI,53211,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16275,1216056,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,IA,50316,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16276,1215667,Credit reporting,,Incorrect information on credit report,Account status,NC,27410,1/29/2015,2/25/2015,Closed with explanation,Yes,
16277,1217085,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MI,48135,1/29/2015,1/30/2015,In progress,Yes,
16278,1216364,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,8812,1/29/2015,2/3/2015,Closed with explanation,Yes,
16279,1215603,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,75227,1/29/2015,1/29/2015,In progress,Yes,
16280,1216541,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92394,1/29/2015,1/29/2015,Closed with explanation,Yes,
16281,1216389,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NH,3867,1/29/2015,1/29/2015,Closed with explanation,Yes,
16282,1216469,Student loan,Non-federal student loan,Can't repay my loan,,GA,30328,1/29/2015,1/29/2015,Closed with explanation,Yes,
16283,1217183,Credit reporting,,Incorrect information on credit report,Account status,CA,95825,1/29/2015,2/4/2015,Closed with explanation,Yes,
16284,1216882,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,TX,75038,1/29/2015,1/29/2015,Closed with explanation,Yes,
16285,1216553,Credit card,,Other,,MN,56715,1/29/2015,2/2/2015,Closed with explanation,Yes,
16286,1217099,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,OH,45220,1/29/2015,1/29/2015,Closed with explanation,Yes,
16287,1217043,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MD,20882,1/29/2015,2/3/2015,Closed with explanation,Yes,
16288,1216754,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,CA,92706,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16289,1215864,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91915,1/29/2015,2/4/2015,Closed with explanation,Yes,Yes
16290,1216506,Debt collection,Non-federal student loan,Communication tactics,Frequent or repeated calls,PA,17325,1/29/2015,2/3/2015,Closed with non-monetary relief,Yes,
16291,1216842,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37080,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16292,1215622,Consumer loan,Vehicle loan,Managing the loan or lease,,CT,6066,1/29/2015,1/29/2015,Closed with explanation,Yes,
16293,1216621,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32701,1/29/2015,2/4/2015,Untimely response,No,
16294,1218904,Consumer loan,Vehicle loan,Shopping for a loan or lease,,FL,32235,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16295,1217748,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,VT,5068,1/29/2015,2/4/2015,Closed with explanation,Yes,
16296,1216729,Credit card,,Identity theft / Fraud / Embezzlement,,NC,28376,1/29/2015,2/20/2015,Closed with non-monetary relief,Yes,
16297,1216781,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OR,97601,1/29/2015,2/5/2015,Closed with explanation,Yes,
16298,1215626,Credit reporting,,Incorrect information on credit report,Information is not mine,,78209,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16299,1216601,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,SC,29730,1/29/2015,1/29/2015,In progress,Yes,
16300,1216750,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Called after sent written cease of comm,VA,20169,1/29/2015,1/29/2015,Closed with explanation,Yes,
16301,1215503,Credit reporting,,Incorrect information on credit report,Personal information,NJ,7079,1/29/2015,2/3/2015,Closed with non-monetary relief,Yes,Yes
16302,1216924,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,78676,1/29/2015,1/29/2015,Closed with explanation,Yes,
16303,1216349,Bank account or service,Checking account,Problems caused by my funds being low,,IL,60620,1/29/2015,2/2/2015,Closed with explanation,Yes,
16304,1217103,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,NV,89505,1/29/2015,1/29/2015,Closed with explanation,Yes,
16305,1216356,Mortgage,Other mortgage,Settlement process and costs,,NJ,7054,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16306,1216549,Student loan,Non-federal student loan,Can't repay my loan,,OR,97106,1/29/2015,1/29/2015,Closed with explanation,Yes,
16307,1216134,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,VT,5757,1/29/2015,2/3/2015,Closed with explanation,Yes,
16308,1215481,Mortgage,VA mortgage,"Application, originator, mortgage broker",,VA,22406,1/29/2015,2/3/2015,Closed with explanation,Yes,
16309,1216069,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,20770,1/29/2015,1/29/2015,Closed with explanation,Yes,
16310,1216589,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,LA,70130,1/29/2015,2/3/2015,Closed with explanation,Yes,
16311,1218979,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,27870,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16312,1216898,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,76060,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16313,1216106,Bank account or service,Checking account,"Account opening, closing, or management",,TN,37167,1/29/2015,1/29/2015,Closed with explanation,Yes,
16314,1215962,Credit reporting,,Incorrect information on credit report,Account status,FL,33625,1/29/2015,2/19/2015,Closed with explanation,Yes,
16315,1216380,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,OH,43623,1/29/2015,2/2/2015,Closed with non-monetary relief,Yes,Yes
16316,1216545,Student loan,Non-federal student loan,Dealing with my lender or servicer,,NJ,7055,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16317,1217143,Credit card,,Customer service / Customer relations,,,49045,1/29/2015,1/29/2015,Closed with explanation,Yes,
16318,1215534,Credit reporting,,Incorrect information on credit report,Account status,OH,45167,1/29/2015,1/29/2015,Closed with explanation,Yes,
16319,1215630,Debt collection,,Communication tactics,Frequent or repeated calls,FL,32211,1/29/2015,2/25/2015,Closed with explanation,Yes,Yes
16320,1215575,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,WV,25314,1/29/2015,2/3/2015,Closed with explanation,Yes,
16321,1216626,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,MI,48108,1/29/2015,2/4/2015,Closed with explanation,Yes,
16322,1216592,Student loan,Non-federal student loan,Dealing with my lender or servicer,,TN,37115,1/29/2015,2/3/2015,Closed with explanation,Yes,
16323,1216350,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,FL,32746,1/29/2015,2/18/2015,Closed with explanation,Yes,
16324,1216618,Credit reporting,,Incorrect information on credit report,Account status,OH,43607,1/29/2015,2/24/2015,Closed with explanation,Yes,
16325,1215628,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,78231,1/29/2015,2/4/2015,Closed with explanation,Yes,
16326,1216088,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,CA,92078,1/29/2015,1/29/2015,Closed with explanation,Yes,
16327,1215892,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,SC,29369,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16328,1216997,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IL,60050,1/29/2015,1/29/2015,Closed with explanation,Yes,
16329,1216353,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CT,6423,1/29/2015,2/3/2015,Closed with explanation,Yes,
16330,1216171,Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,PA,15243,1/29/2015,2/6/2015,Closed with non-monetary relief,Yes,
16331,1215502,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NJ,7079,1/29/2015,2/2/2015,Closed with explanation,Yes,Yes
16332,1216563,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92407,1/29/2015,2/3/2015,Closed with explanation,Yes,
16333,1217479,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,SC,29464,1/29/2015,1/30/2015,Closed with explanation,Yes,
16334,1216749,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,NY,10518,1/29/2015,1/29/2015,Closed with explanation,Yes,
16335,1215541,Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,CA,90232,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16336,1217134,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91306,1/29/2015,1/29/2015,Closed with explanation,Yes,
16337,1216552,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,DE,19947,1/29/2015,1/29/2015,Closed with explanation,Yes,
16338,1217641,Consumer loan,Vehicle loan,Problems when you are unable to pay,,FL,33023,1/29/2015,1/30/2015,Closed with explanation,Yes,
16339,1216294,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,TN,37030,1/29/2015,1/29/2015,Closed with explanation,Yes,
16340,1216996,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IL,60050,1/29/2015,1/29/2015,Closed with explanation,Yes,
16341,1216603,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt resulted from identity theft,SC,29730,1/29/2015,1/29/2015,Closed,Yes,
16342,1216812,Credit reporting,,Incorrect information on credit report,Account status,NC,28212,1/29/2015,2/11/2015,In progress,Yes,
16343,1215954,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MO,63130,1/29/2015,1/29/2015,Closed,Yes,
16344,1217477,Credit card,,Payoff process,,MA,1583,1/29/2015,2/4/2015,Closed with monetary relief,Yes,
16345,1217530,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92507,1/29/2015,2/4/2015,Closed with explanation,Yes,
16346,1215555,Credit reporting,,Incorrect information on credit report,Personal information,MD,21014,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,Yes
16347,1215535,Credit reporting,,Incorrect information on credit report,Account status,OH,45167,1/29/2015,1/29/2015,Closed with explanation,Yes,
16348,1216092,Bank account or service,Savings account,"Account opening, closing, or management",,,,1/29/2015,1/30/2015,Closed with explanation,Yes,
16349,1215927,Credit reporting,,Incorrect information on credit report,Account terms,VA,23223,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16350,1215924,Money transfers,International money transfer,Fraud or scam,,TX,78155,1/29/2015,1/29/2015,Closed with explanation,Yes,
16351,1217241,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,DC,20037,1/29/2015,1/29/2015,Closed with explanation,Yes,
16352,1216810,Credit reporting,,Incorrect information on credit report,Account status,NC,28212,1/29/2015,2/11/2015,Closed with explanation,Yes,Yes
16353,1215584,Credit reporting,,Incorrect information on credit report,Account status,FL,32968,1/29/2015,2/20/2015,Closed with explanation,Yes,
16354,1216907,Consumer loan,Personal line of credit,Shopping for a line of credit,,,,1/29/2015,1/30/2015,Closed with explanation,Yes,
16355,1216378,Prepaid card,Gift or merchant card,"Managing, opening, or closing account",,CA,92780,1/29/2015,2/4/2015,Closed with monetary relief,Yes,
16356,1216715,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,MO,64158,1/29/2015,1/29/2015,Closed with explanation,Yes,
16357,1215596,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,11580,1/29/2015,2/4/2015,Closed with explanation,Yes,Yes
16358,1216663,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,81323,1/29/2015,2/2/2015,Closed with non-monetary relief,Yes,
16359,1216142,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MD,21801,1/29/2015,1/29/2015,Closed with explanation,Yes,
16360,1215489,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,IA,50546,1/29/2015,2/3/2015,Closed with explanation,Yes,
16361,1217182,Credit reporting,,Incorrect information on credit report,Account status,CA,95825,1/29/2015,2/4/2015,Closed with non-monetary relief,Yes,
16362,1216424,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,TX,77388,1/29/2015,1/29/2015,Closed with explanation,Yes,
16363,1216384,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,NY,10307,1/29/2015,2/3/2015,Closed with explanation,Yes,
16364,1216191,Bank account or service,Savings account,Problems caused by my funds being low,,WA,98354,1/29/2015,2/3/2015,Closed with explanation,Yes,
16365,1216685,Student loan,Non-federal student loan,Can't repay my loan,,FL,33435,1/29/2015,1/29/2015,Closed with explanation,Yes,
16366,1215865,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91915,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16367,1215522,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,PA,19426,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16368,1216006,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,LA,71328,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16369,1216975,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MN,55032,1/29/2015,1/29/2015,Closed with explanation,Yes,
16370,1216985,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,IL,60626,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16371,1215556,Credit reporting,,Incorrect information on credit report,Information is not mine,MD,21014,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,Yes
16372,1216909,Credit card,,Billing statement,,TX,77006,1/29/2015,1/29/2015,Closed with monetary relief,Yes,
16373,1216683,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,TX,75703,1/29/2015,1/29/2015,Closed with explanation,Yes,
16374,1216569,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,MO,63074,1/29/2015,1/29/2015,Closed with explanation,Yes,
16375,1216945,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,34219,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16376,1217162,Credit reporting,,Incorrect information on credit report,Account status,FL,33487,1/29/2015,2/3/2015,Closed with monetary relief,Yes,
16377,1216078,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,LA,70128,1/29/2015,1/30/2015,Closed with explanation,Yes,
16378,1216315,Money transfers,Domestic (US) money transfer,Money was not available when promised,,PA,18104,1/29/2015,1/30/2015,Closed with explanation,Yes,
16379,1216200,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,KY,41562,1/29/2015,2/2/2015,In progress,Yes,
16380,1216935,Bank account or service,Checking account,Using a debit or ATM card,,FL,32810,1/29/2015,1/29/2015,Closed with monetary relief,Yes,
16381,1216776,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CO,80452,1/29/2015,2/3/2015,Closed with explanation,Yes,
16382,1217694,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92392,1/29/2015,2/4/2015,Closed with explanation,Yes,
16383,1216480,Credit reporting,,Incorrect information on credit report,Personal information,NC,28086,1/29/2015,1/29/2015,Closed with explanation,Yes,
16384,1217687,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,77515,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16385,1216786,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,TX,77088,1/29/2015,2/4/2015,Closed with explanation,Yes,
16386,1217076,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,94114,1/29/2015,1/29/2015,Closed with explanation,Yes,
16387,1215629,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,45744,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16388,1215930,Credit reporting,,Incorrect information on credit report,Account terms,VA,23223,1/29/2015,2/3/2015,Closed with non-monetary relief,Yes,
16389,1216857,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,TX,75217,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16390,1216727,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,CO,81323,1/29/2015,1/29/2015,In progress,Yes,
16391,1216604,Debt collection,,Cont'd attempts collect debt not owed,Debt resulted from identity theft,SC,29730,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16392,1215666,Credit reporting,,Incorrect information on credit report,Account status,NC,27410,1/29/2015,2/25/2015,Closed with explanation,Yes,
16393,1215937,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95473,1/29/2015,2/3/2015,Closed with explanation,Yes,
16394,1216575,Credit card,,Identity theft / Fraud / Embezzlement,,IL,60175,1/29/2015,2/3/2015,Closed with monetary relief,Yes,Yes
16395,1217056,Student loan,Non-federal student loan,Can't repay my loan,,TX,76006,1/29/2015,1/29/2015,Closed with explanation,Yes,
16396,1216844,Money transfers,Domestic (US) money transfer,Fraud or scam,,NC,28206,1/29/2015,2/3/2015,Closed with explanation,Yes,
