,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
0,1291006,Debt collection,,Communication tactics,Frequent or repeated calls,TX,76119,3/19/2015,3/19/2015,In progress,Yes,
1,1290580,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,77479,3/19/2015,3/19/2015,Closed with explanation,Yes,
2,1290564,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,MA,2127,3/19/2015,3/19/2015,Closed with explanation,Yes,Yes
3,1291615,Credit card,,Other,,CA,92592,3/19/2015,3/19/2015,In progress,Yes,
4,1292165,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,43068,3/19/2015,3/19/2015,In progress,Yes,
5,1291176,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,OH,43068,3/19/2015,3/19/2015,In progress,Yes,
6,1288848,Consumer loan,Installment loan,Managing the loan or lease,,OH,44241,3/18/2015,3/18/2015,Closed with explanation,Yes,Yes
7,1288788,Debt collection,Payday loan,Communication tactics,Called after sent written cease of comm,CA,95124,3/18/2015,3/18/2015,Closed with explanation,Yes,
8,1288324,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,NJ,7067,3/18/2015,3/18/2015,Closed with non-monetary relief,Yes,
9,1288304,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TX,77433,3/18/2015,3/18/2015,Closed with explanation,Yes,Yes
10,1289772,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Impersonated an attorney or official,ND,58237,3/18/2015,3/18/2015,Closed with explanation,Yes,
11,1288903,Bank account or service,Other bank product/service,Deposits and withdrawals,,RI,2893,3/18/2015,3/18/2015,In progress,Yes,
12,1289633,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,80301,3/18/2015,3/18/2015,Closed with explanation,Yes,
13,1289273,Payday loan,,Can't contact lender,,TX,78205,3/18/2015,3/18/2015,In progress,Yes,
14,1289900,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,UT,84405,3/18/2015,3/18/2015,Closed with non-monetary relief,Yes,Yes
15,1290486,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,AL,36756,3/18/2015,3/19/2015,In progress,Yes,
16,1289049,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,PA,19140,3/18/2015,3/18/2015,Closed with explanation,Yes,
17,1288962,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,77099,3/18/2015,3/18/2015,Closed with explanation,Yes,
18,1289394,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Used obscene/profane/abusive language,CA,92069,3/18/2015,3/18/2015,Closed with explanation,Yes,
19,1288148,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NY,10470,3/18/2015,3/18/2015,Closed with explanation,Yes,
20,1288098,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NC,28110,3/18/2015,3/18/2015,In progress,Yes,
21,1288375,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,GA,30058,3/18/2015,3/18/2015,Closed with explanation,Yes,
22,1289844,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,IL,60411,3/18/2015,3/18/2015,Closed with explanation,Yes,Yes
23,1290474,Debt collection,Payday loan,Communication tactics,Threatened to take legal action,CA,92592,3/18/2015,3/19/2015,Closed with explanation,Yes,
24,1286761,Consumer loan,Vehicle loan,Problems when you are unable to pay,,WI,53183,3/17/2015,3/17/2015,In progress,Yes,
25,1286755,Bank account or service,Checking account,"Account opening, closing, or management",,IL,60628,3/17/2015,3/18/2015,Closed with explanation,Yes,
26,1286639,Credit reporting,,Incorrect information on credit report,Account terms,MI,48091,3/17/2015,3/17/2015,Closed with explanation,Yes,
27,1286559,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,FL,33990,3/17/2015,3/17/2015,In progress,Yes,
28,1286777,Bank account or service,Checking account,"Account opening, closing, or management",,FL,32713,3/17/2015,3/18/2015,Closed with explanation,Yes,
29,1287586,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,95032,3/17/2015,3/17/2015,In progress,Yes,
30,1287135,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CT,6611,3/17/2015,3/17/2015,Closed with explanation,Yes,Yes
31,1287567,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,OR,97233,3/17/2015,3/17/2015,In progress,Yes,
32,1287501,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,GA,30518,3/17/2015,3/17/2015,Closed with explanation,Yes,
33,1288242,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,91205,3/17/2015,3/18/2015,In progress,Yes,
34,1288281,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,VA,22180,3/17/2015,3/18/2015,Closed with explanation,Yes,
35,1289846,Credit reporting,,Incorrect information on credit report,Account status,WA,98502,3/17/2015,3/18/2015,Closed with explanation,Yes,
36,1289847,Credit reporting,,Incorrect information on credit report,Account status,WA,98502,3/17/2015,3/18/2015,Closed with explanation,Yes,
37,1289788,Consumer loan,Vehicle loan,Problems when you are unable to pay,,PA,19149,3/17/2015,3/18/2015,In progress,Yes,
38,1288284,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,TN,38305,3/17/2015,3/18/2015,Closed with explanation,Yes,
39,1286791,Money transfers,Domestic (US) money transfer,Other transaction issues,,AL,35115,3/17/2015,3/17/2015,In progress,Yes,
40,1287677,Credit reporting,,Credit reporting company's investigation,Investigation took too long,MI,48334,3/17/2015,3/17/2015,Closed with explanation,Yes,
41,1288263,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,WI,53579,3/17/2015,3/18/2015,Closed with explanation,Yes,
42,1287783,Credit card,,Delinquent account,,PA,19406,3/17/2015,3/17/2015,Closed with explanation,Yes,Yes
43,1287765,Consumer loan,Vehicle loan,Problems when you are unable to pay,,IL,61554,3/17/2015,3/17/2015,In progress,Yes,
44,1288273,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MD,21704,3/17/2015,3/18/2015,Closed with explanation,Yes,
45,1286793,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,FL,33063,3/17/2015,3/17/2015,Closed with explanation,Yes,
46,1288199,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,IA,51526,3/17/2015,3/17/2015,Closed with explanation,Yes,Yes
47,1287753,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,94610,3/17/2015,3/17/2015,Closed,Yes,
48,1285893,Credit card,,Other,,MI,48088,3/17/2015,3/17/2015,Closed with explanation,Yes,
49,1285956,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,FL,33462,3/17/2015,3/17/2015,Closed with explanation,Yes,
50,1286966,Credit card,,Late fee,,GA,30075,3/17/2015,3/17/2015,Closed with monetary relief,Yes,
51,1287395,Consumer loan,Vehicle loan,Taking out the loan or lease,,KY,42223,3/17/2015,3/17/2015,In progress,Yes,
52,1287443,Credit reporting,,Incorrect information on credit report,Personal information,MI,48473,3/17/2015,3/17/2015,Closed with non-monetary relief,Yes,
53,1286928,Consumer loan,Vehicle loan,Taking out the loan or lease,,NY,11415,3/17/2015,3/17/2015,In progress,Yes,
54,1287315,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,FL,34473,3/17/2015,3/17/2015,In progress,Yes,
55,1287293,Consumer loan,Vehicle loan,Problems when you are unable to pay,,WI,53105,3/17/2015,3/17/2015,In progress,Yes,
56,1287285,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90801,3/17/2015,3/18/2015,Closed with explanation,Yes,
57,1287601,Debt collection,,Communication tactics,Called outside of 8am-9pm,LA,70774,3/17/2015,3/17/2015,In progress,Yes,
58,1286199,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,NC,27205,3/17/2015,3/17/2015,Closed with explanation,Yes,
59,1286421,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,IL,61032,3/17/2015,3/17/2015,Closed,Yes,Yes
60,1286515,Credit reporting,,Incorrect information on credit report,Public record,CO,80540,3/17/2015,3/17/2015,Closed with explanation,Yes,
61,1286004,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OK,73072,3/17/2015,3/17/2015,Closed with explanation,Yes,
62,1286368,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,MA,2038,3/17/2015,3/17/2015,In progress,Yes,
63,1286384,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,IL,62704,3/17/2015,3/17/2015,Closed,Yes,
64,1286200,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,TN,37074,3/17/2015,3/17/2015,In progress,Yes,
65,1286314,Mortgage,FHA mortgage,Credit decision / Underwriting,,NE,68135,3/17/2015,3/17/2015,Closed with explanation,Yes,Yes
66,1286211,Consumer loan,Personal line of credit,Managing the line of credit,,IA,50317,3/17/2015,3/18/2015,Closed with explanation,Yes,
67,1286231,Payday loan,,Can't stop charges to bank account,,KS,66606,3/17/2015,3/17/2015,Closed with explanation,Yes,Yes
68,1286224,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MO,63040,3/17/2015,3/17/2015,In progress,Yes,
69,1285422,Payday loan,,Charged fees or interest I didn't expect,,TX,76205,3/16/2015,3/16/2015,In progress,Yes,
70,1284912,Payday loan,,Can't contact lender,,OR,97070,3/16/2015,3/16/2015,Closed with explanation,Yes,
71,1284746,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,NH,3753,3/16/2015,3/18/2015,Closed with explanation,Yes,
72,1284068,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,OH,44121,3/16/2015,3/16/2015,Closed with explanation,Yes,
73,1287644,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CO,80516,3/16/2015,3/17/2015,In progress,Yes,
74,1288174,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MD,21085,3/16/2015,3/17/2015,In progress,Yes,
75,1286165,Debt collection,Medical,Communication tactics,Threatened to take legal action,WA,98311,3/16/2015,3/17/2015,Closed with explanation,Yes,
76,1286144,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,91355,3/16/2015,3/17/2015,Closed with explanation,Yes,
77,1286143,Credit reporting,,Incorrect information on credit report,Public record,CA,90280,3/16/2015,3/17/2015,Closed with explanation,Yes,
78,1286134,Debt collection,,Communication tactics,Threatened to take legal action,IN,46307,3/16/2015,3/17/2015,Closed with explanation,Yes,
79,1284406,Bank account or service,Checking account,Using a debit or ATM card,,CA,92844,3/16/2015,3/16/2015,In progress,Yes,
80,1284387,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NC,28365,3/16/2015,3/16/2015,Closed with explanation,Yes,
81,1283979,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,OH,43204,3/16/2015,3/16/2015,In progress,Yes,
82,1283784,Credit card,,Delinquent account,,CA,90201,3/16/2015,3/16/2015,Closed with explanation,Yes,Yes
83,1283880,Consumer loan,Vehicle loan,Problems when you are unable to pay,,FL,33179,3/16/2015,3/16/2015,In progress,Yes,
84,1283819,Credit reporting,,Incorrect information on credit report,Account terms,ND,58104,3/16/2015,3/16/2015,Closed with explanation,Yes,
85,1283806,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,95132,3/16/2015,3/16/2015,Closed with explanation,Yes,
86,1283881,Consumer loan,Vehicle loan,Problems when you are unable to pay,,FL,33179,3/16/2015,3/16/2015,Closed with explanation,Yes,
87,1283920,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,GA,30093,3/16/2015,3/16/2015,Closed with explanation,Yes,Yes
88,1283913,Consumer loan,Vehicle lease,Problems when you are unable to pay,,FL,33154,3/16/2015,3/16/2015,In progress,Yes,
89,1284333,Credit reporting,,Incorrect information on credit report,Personal information,MI,48237,3/16/2015,3/16/2015,Closed with non-monetary relief,Yes,Yes
90,1283995,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,WA,98115,3/16/2015,3/16/2015,Closed with explanation,Yes,Yes
91,1284095,Credit card,,Billing statement,,CA,94709,3/16/2015,3/16/2015,Closed with explanation,Yes,
92,1284000,Bank account or service,Checking account,Problems caused by my funds being low,,PA,19064,3/16/2015,3/18/2015,In progress,Yes,
93,1284115,Credit card,,Other,,OH,43702,3/16/2015,3/16/2015,Closed with explanation,Yes,
94,1284284,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NJ,8059,3/16/2015,3/16/2015,In progress,Yes,
95,1284197,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,PA,18102,3/16/2015,3/16/2015,Closed with non-monetary relief,Yes,
96,1284165,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,DC,20008,3/16/2015,3/16/2015,In progress,Yes,
97,1284230,Consumer loan,Vehicle loan,Managing the loan or lease,,NC,27707,3/16/2015,3/16/2015,Closed with explanation,Yes,
98,1285212,Consumer loan,Vehicle lease,Managing the loan or lease,,NH,3290,3/16/2015,3/16/2015,In progress,Yes,
99,1284552,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32086,3/16/2015,3/16/2015,Closed with explanation,Yes,
100,1284412,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Threatened to take legal action,NV,89148,3/16/2015,3/16/2015,Closed with explanation,Yes,Yes
101,1284660,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,TX,77062,3/16/2015,3/16/2015,Closed with non-monetary relief,Yes,
102,1284638,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,AL,36054,3/16/2015,3/16/2015,Closed with non-monetary relief,Yes,
103,1284632,Student loan,Non-federal student loan,Can't repay my loan,,MI,49504,3/16/2015,3/16/2015,Closed with explanation,Yes,
104,1284619,Consumer loan,Vehicle loan,Taking out the loan or lease,,NC,27519,3/16/2015,3/16/2015,Closed with explanation,Yes,
105,1284567,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,95757,3/16/2015,3/16/2015,Closed with explanation,Yes,
106,1285211,Credit reporting,,Incorrect information on credit report,Account status,OK,73189,3/16/2015,3/16/2015,Closed with explanation,Yes,
107,1284903,Consumer loan,Vehicle loan,Problems when you are unable to pay,,KY,41048,3/16/2015,3/16/2015,In progress,Yes,
108,1284692,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,FL,32789,3/16/2015,3/17/2015,Closed with explanation,Yes,
109,1284673,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,KY,40047,3/16/2015,3/16/2015,Closed with monetary relief,Yes,
110,1284896,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,MD,20602,3/16/2015,3/16/2015,In progress,Yes,
111,1284851,Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,CA,93065,3/16/2015,3/16/2015,Closed with explanation,Yes,
112,1284763,Credit reporting,,Incorrect information on credit report,Account terms,GA,30338,3/16/2015,3/16/2015,Closed with explanation,Yes,
113,1285160,Bank account or service,Checking account,"Making/receiving payments, sending money",,MD,20901,3/16/2015,3/16/2015,Closed with explanation,Yes,
114,1284983,Payday loan,,Charged bank acct wrong day or amt,,NJ,8021,3/16/2015,3/16/2015,In progress,Yes,
115,1284944,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,WA,99403,3/16/2015,3/16/2015,In progress,Yes,
116,1284955,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,33063,3/16/2015,3/16/2015,Closed with explanation,Yes,
117,1285144,Consumer loan,Vehicle lease,Managing the loan or lease,,NY,11725,3/16/2015,3/16/2015,In progress,Yes,
118,1285040,Consumer loan,Installment loan,Managing the loan or lease,,WI,54403,3/16/2015,3/17/2015,Closed with explanation,Yes,
119,1285106,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77502,3/16/2015,3/16/2015,Closed with explanation,Yes,
120,1285061,Payday loan,,Received a loan I didn't apply for,,MO,63012,3/16/2015,3/16/2015,Closed,Yes,
121,1286088,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NY,13440,3/16/2015,3/17/2015,Closed with explanation,Yes,
122,1283757,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,77373,3/16/2015,3/16/2015,In progress,Yes,
123,1285383,Credit reporting,,Incorrect information on credit report,Account status,TX,75169,3/16/2015,3/16/2015,Closed with non-monetary relief,Yes,
124,1285237,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60620,3/16/2015,3/16/2015,Closed,Yes,
125,1285289,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,95376,3/16/2015,3/16/2015,Closed with explanation,Yes,
126,1285841,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,MI,48188,3/16/2015,3/16/2015,In progress,Yes,
127,1285463,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,TX,77362,3/16/2015,3/16/2015,Closed with explanation,Yes,
128,1285447,Bank account or service,Savings account,"Account opening, closing, or management",,NC,28208,3/16/2015,3/16/2015,In progress,Yes,
129,1285435,Student loan,Non-federal student loan,Can't repay my loan,,TX,78251,3/16/2015,3/16/2015,Closed with explanation,Yes,
130,1285840,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,PA,17202,3/16/2015,3/16/2015,Closed with explanation,Yes,
131,1285573,Money transfers,Domestic (US) money transfer,Other service issues,,TN,38141,3/16/2015,3/16/2015,In progress,Yes,
132,1285480,Bank account or service,Savings account,"Account opening, closing, or management",,NY,12015,3/16/2015,3/17/2015,In progress,Yes,
133,1285560,Debt collection,,Disclosure verification of debt,Right to dispute notice not received,ME,4605,3/16/2015,3/16/2015,In progress,Yes,
134,1286087,Money transfers,International money transfer,Money was not available when promised,,TN,37087,3/16/2015,3/17/2015,Closed with explanation,Yes,
135,1286053,Bank account or service,Checking account,Deposits and withdrawals,,CA,95624,3/16/2015,3/16/2015,Closed with explanation,Yes,Yes
136,1284366,Payday loan,,Charged fees or interest I didn't expect,,MO,64052,3/16/2015,3/16/2015,Closed with explanation,Yes,
137,1286082,Bank account or service,Checking account,Deposits and withdrawals,,TX,75006,3/16/2015,3/17/2015,Closed with explanation,Yes,
138,1286132,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,47872,3/16/2015,3/17/2015,Closed with non-monetary relief,Yes,
139,1286079,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CT,6478,3/16/2015,3/17/2015,Closed with explanation,Yes,
140,1286076,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,TX,78501,3/16/2015,3/17/2015,Closed with explanation,Yes,Yes
141,1286078,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,NJ,8016,3/16/2015,3/17/2015,Closed with explanation,Yes,
142,1283561,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,PA,18840,3/15/2015,3/17/2015,In progress,Yes,
143,1283468,Credit reporting,,Incorrect information on credit report,Public record,TN,37160,3/15/2015,3/15/2015,Closed with explanation,Yes,
144,1283462,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,19124,3/15/2015,3/15/2015,Closed with explanation,Yes,
145,1283463,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CT,6513,3/15/2015,3/15/2015,Closed with non-monetary relief,Yes,
146,1283492,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,90249,3/15/2015,3/15/2015,Closed with non-monetary relief,Yes,
147,1283484,Credit reporting,,Incorrect information on credit report,Account terms,GA,31313,3/15/2015,3/15/2015,Closed with explanation,Yes,
148,1283476,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,NJ,7018,3/15/2015,3/15/2015,In progress,Yes,
149,1283470,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,30333,3/15/2015,3/15/2015,Closed with non-monetary relief,Yes,
150,1283531,Credit reporting,,Incorrect information on credit report,Account status,NY,13044,3/15/2015,3/15/2015,Closed with explanation,Yes,
151,1283672,Credit reporting,,Incorrect information on credit report,Information is not mine,CO,80016,3/15/2015,3/15/2015,Closed with explanation,Yes,
152,1283560,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,OK,74112,3/15/2015,3/15/2015,Closed with explanation,Yes,
153,1283586,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,34481,3/15/2015,3/15/2015,Closed with explanation,Yes,
154,1283549,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,75010,3/15/2015,3/15/2015,Closed with explanation,Yes,
155,1283584,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,NJ,8322,3/15/2015,3/15/2015,Closed with explanation,Yes,
156,1283578,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,NM,87108,3/15/2015,3/15/2015,In progress,Yes,
157,1283562,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,PA,18840,3/15/2015,3/15/2015,Closed with explanation,Yes,
158,1283610,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NY,11365,3/15/2015,3/15/2015,Closed with explanation,Yes,
159,1283671,Credit reporting,,Incorrect information on credit report,Public record,NC,27705,3/15/2015,3/15/2015,Closed with explanation,Yes,
160,1283602,Consumer loan,Installment loan,Shopping for a loan or lease,,FL,33971,3/15/2015,3/17/2015,Closed with explanation,Yes,
161,1283600,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,OH,45895,3/15/2015,3/15/2015,Closed,Yes,Yes
162,1283659,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,TX,75054,3/15/2015,3/15/2015,Closed with explanation,Yes,
163,1283626,Credit reporting,,Incorrect information on credit report,Information is not mine,CT,6902,3/15/2015,3/15/2015,Closed with non-monetary relief,Yes,
164,1283619,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,14034,3/15/2015,3/15/2015,Closed with explanation,Yes,
165,1283457,Credit card,,Delinquent account,,PA,19124,3/15/2015,3/16/2015,Closed with explanation,Yes,Yes
166,1283651,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,GA,30040,3/15/2015,3/15/2015,Closed with explanation,Yes,
167,1283453,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,CA,92078,3/15/2015,3/15/2015,Closed with non-monetary relief,Yes,
168,1283956,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,TX,75211,3/15/2015,3/16/2015,Closed with explanation,Yes,
169,1283951,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,SC,29016,3/15/2015,3/16/2015,Closed with explanation,Yes,
170,1283272,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,FL,33137,3/14/2015,3/14/2015,Closed with explanation,Yes,
171,1283387,Money transfers,Domestic (US) money transfer,Fraud or scam,,NC,27349,3/14/2015,3/14/2015,In progress,Yes,
172,1283354,Credit reporting,,Incorrect information on credit report,Personal information,MA,2563,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,
173,1283356,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60649,3/14/2015,3/14/2015,Closed with explanation,Yes,
174,1283350,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,AZ,85387,3/14/2015,3/16/2015,In progress,Yes,
175,1283339,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,34653,3/14/2015,3/14/2015,Closed with explanation,Yes,
176,1283333,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,NY,11204,3/14/2015,3/14/2015,Closed with explanation,Yes,
177,1283316,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,FL,32835,3/14/2015,3/14/2015,Closed with explanation,Yes,
178,1283196,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,ME,4042,3/14/2015,3/14/2015,Closed with explanation,Yes,Yes
179,1283180,Credit reporting,,Incorrect information on credit report,Account status,NY,10940,3/14/2015,3/14/2015,In progress,Yes,
180,1283310,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NY,14905,3/14/2015,3/14/2015,In progress,Yes,
181,1283259,Payday loan,,Payment to acct not credited,,TX,77065,3/14/2015,3/14/2015,Closed with explanation,Yes,
182,1283255,Credit reporting,,Incorrect information on credit report,Personal information,MO,65066,3/14/2015,3/14/2015,Closed with explanation,Yes,
183,1283263,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,TX,79109,3/14/2015,3/14/2015,Closed with explanation,Yes,
184,1283260,Payday loan,,Charged fees or interest I didn't expect,,OR,97801,3/14/2015,3/14/2015,Closed with explanation,Yes,
185,1283275,Credit reporting,,Incorrect information on credit report,Public record,OH,44001,3/14/2015,3/14/2015,In progress,Yes,
186,1283295,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,19543,3/14/2015,3/14/2015,Closed with explanation,Yes,Yes
187,1283322,Consumer loan,Vehicle loan,Managing the loan or lease,,NY,14215,3/14/2015,3/14/2015,In progress,Yes,
188,1283331,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,NC,28358,3/14/2015,3/14/2015,Closed with explanation,Yes,
189,1283329,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,91506,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,
190,1283344,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,43512,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,
191,1283362,Credit reporting,,Incorrect information on credit report,Account terms,WI,53051,3/14/2015,3/14/2015,Closed with explanation,Yes,
192,1283359,Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,FL,32583,3/14/2015,3/14/2015,Closed with explanation,Yes,Yes
193,1283385,Consumer loan,Vehicle loan,Managing the loan or lease,,FL,33813,3/14/2015,3/14/2015,Closed with explanation,Yes,
194,1283373,Credit reporting,,Incorrect information on credit report,Account status,NC,28625,3/14/2015,3/14/2015,Closed with explanation,Yes,
195,1283369,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,FL,33458,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,
196,1283368,Credit card,,Other,,MD,21830,3/14/2015,3/14/2015,Closed with explanation,Yes,
197,1283392,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,TN,38116,3/14/2015,3/14/2015,Closed with non-monetary relief,Yes,Yes
198,1283388,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,OH,44708,3/14/2015,3/14/2015,Closed with explanation,Yes,
199,1283401,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,NY,13317,3/14/2015,3/14/2015,Closed with explanation,Yes,
